BAY,BAM,BTM ,Gender,Score,AY,AM,ATM,D,ALD
7,10,94,F,14,14,0,168,74,Well
10,1,121,M,8,7,0,84,-37,Severe
9,4,112,F,11,10,0,120,8,Well
5,1,61,M,10,8,6,102,41,Well
14,6,174,M,11,10,0,120,-54,Severe
5,9,69,F,12,11,6,138,69,Well
6,6,78,M,7,6,6,78,0,Neutral
17,3,207,F,11,10,0,120,-87,Severe
6,3,75,F,13,12,6,150,75,Well
15,5,185,F,6,6,6,78,-107,Severe
15,0,180,M,15,16,0,192,12,Well
9,10,118,F,11,10,0,120,2,Good
5,3,63,M,9,7,6,90,27,Well
6,9,81,M,10,8,6,102,21,Well
5,6,66,M,11,10,0,120,54,Well
17,9,213,M,15,16,0,192,-21,Severe
6,10,82,M,7,6,6,78,-4,Mild
6,0,72,M,14,14,0,168,96,Well
7,7,91,F,7,6,6,78,-13,Severe
13,11,167,F,11,10,0,120,-47,Severe
14,6,174,M,9,7,6,90,-84,Severe
13,4,160,F,12,11,6,138,-22,Severe
7,11,95,M,13,12,6,150,55,Well
15,1,181,F,15,16,0,192,11,Well
14,1,169,M,14,14,0,168,-1,Mild
8,5,101,F,11,10,0,120,19,Well
14,11,179,F,13,12,6,150,-29,Severe
17,6,210,F,6,6,6,78,-132,Severe
15,8,188,M,14,14,0,168,-20,Severe
6,9,81,F,14,14,0,168,87,Well
18,8,224,F,8,7,0,84,-140,Severe
16,11,203,F,12,11,6,138,-65,Severe
14,9,177,F,10,8,6,102,-75,Severe
9,5,113,M,15,16,0,192,79,Well
8,10,106,F,6,6,6,78,-28,Severe
11,10,142,F,7,6,6,78,-64,Severe
15,10,190,F,6,6,6,78,-112,Severe
16,7,199,F,15,16,0,192,-7,Severe
5,10,70,F,12,11,6,138,68,Well
14,7,175,M,8,7,0,84,-91,Severe
13,4,160,M,14,14,0,168,8,Well
13,7,163,F,6,6,6,78,-85,Severe
6,7,79,F,9,7,6,90,11,Well
14,9,177,F,15,16,0,192,15,Well
13,10,166,M,15,16,0,192,26,Well
6,0,72,M,10,8,6,102,30,Well
15,8,188,M,12,11,6,138,-50,Severe
17,11,215,F,13,12,6,150,-65,Severe
6,10,82,M,12,11,6,138,56,Well
5,2,62,F,15,16,0,192,130,Well
6,3,75,M,11,10,0,120,45,Well
9,11,119,F,8,7,0,84,-35,Severe
10,4,124,M,6,6,6,78,-46,Severe
9,1,109,M,10,8,6,102,-7,Severe
11,1,133,F,8,7,0,84,-49,Severe
18,1,217,M,8,7,0,84,-133,Severe
14,9,177,M,6,6,6,78,-99,Severe
5,6,66,M,7,6,6,78,12,Well
18,8,224,M,14,14,0,168,-56,Severe
16,5,197,F,11,10,0,120,-77,Severe
14,0,168,F,14,14,0,168,0,Neutral
8,10,106,M,9,7,6,90,-16,Severe
13,9,165,M,11,10,0,120,-45,Severe
6,0,72,F,13,12,6,150,78,Well
5,6,66,F,7,6,6,78,12,Well
14,2,170,F,6,6,6,78,-92,Severe
13,8,164,F,15,16,0,192,28,Well
12,5,149,M,9,7,6,90,-59,Severe
17,4,208,F,8,7,0,84,-124,Severe
16,7,199,M,10,8,6,102,-97,Severe
13,2,158,M,13,12,6,150,-8,Severe
5,7,67,M,9,7,6,90,23,Well
13,11,167,M,9,7,6,90,-77,Severe
9,4,112,F,8,7,0,84,-28,Severe
7,2,86,F,11,10,0,120,34,Well
7,10,94,F,9,7,6,90,-4,Mild
13,5,161,M,7,6,6,78,-83,Severe
15,7,187,M,11,10,0,120,-67,Severe
13,6,162,M,14,14,0,168,6,Well
13,6,162,M,12,11,6,138,-24,Severe
14,4,172,F,6,6,6,78,-94,Severe
15,11,191,M,9,7,6,90,-101,Severe
14,0,168,M,14,14,0,168,0,Neutral
11,8,140,F,15,16,0,192,52,Well
15,0,180,M,11,10,0,120,-60,Severe
11,9,141,F,12,11,6,138,-3,Mild
14,0,168,F,13,12,6,150,-18,Severe
6,0,72,M,7,6,6,78,6,Well
6,9,81,F,11,10,0,120,39,Well
15,0,180,M,14,14,0,168,-12,Severe
10,2,122,F,8,7,0,84,-38,Severe
15,11,191,M,6,6,6,78,-113,Severe
16,11,203,M,10,8,6,102,-101,Severe
18,6,222,F,8,7,0,84,-138,Severe
12,8,152,M,14,14,0,168,16,Well
6,0,72,F,10,8,6,102,30,Well
5,0,60,F,7,6,6,78,18,Well
12,1,145,M,14,14,0,168,23,Well
9,6,114,F,12,11,6,138,24,Well
15,6,186,M,13,12,6,150,-36,Severe
13,6,162,M,8,7,0,84,-78,Severe
15,11,191,F,10,8,6,102,-89,Severe
18,6,222,M,11,10,0,120,-102,Severe
8,8,104,M,11,10,0,120,16,Well
12,3,147,F,12,11,6,138,-9,Severe
5,2,62,F,8,7,0,84,22,Well
5,10,70,M,9,7,6,90,20,Well
7,5,89,F,12,11,6,138,49,Well
8,1,97,F,7,6,6,78,-19,Severe
7,7,91,M,11,10,0,120,29,Well
11,3,135,M,14,14,0,168,33,Well
14,1,169,M,6,6,6,78,-91,Severe
11,5,137,M,9,7,6,90,-47,Severe
9,0,108,M,14,14,0,168,60,Well
14,4,172,F,9,7,6,90,-82,Severe
12,11,155,F,11,10,0,120,-35,Severe
12,1,145,F,13,12,6,150,5,Good
11,4,136,F,10,8,6,102,-34,Severe
16,4,196,F,10,8,6,102,-94,Severe
11,1,133,M,9,7,6,90,-43,Severe
12,4,148,M,14,14,0,168,20,Well
13,10,166,F,14,14,0,168,2,Good
11,11,143,M,8,7,0,84,-59,Severe
6,5,77,F,10,8,6,102,25,Well
8,6,102,F,14,14,0,168,66,Well
10,3,123,F,6,6,6,78,-45,Severe
18,6,222,M,8,7,0,84,-138,Severe
16,5,197,F,8,7,0,84,-113,Severe
7,6,90,M,10,8,6,102,12,Well
14,6,174,M,6,6,6,78,-96,Severe
8,7,103,M,7,6,6,78,-25,Severe
16,2,194,F,14,14,0,168,-26,Severe
18,7,223,M,14,14,0,168,-55,Severe
17,1,205,F,15,16,0,192,-13,Severe
10,4,124,M,15,16,0,192,68,Well
9,0,108,F,8,7,0,84,-24,Severe
16,6,198,F,7,6,6,78,-120,Severe
11,6,138,M,14,14,0,168,30,Well
11,10,142,M,9,7,6,90,-52,Severe
8,10,106,M,10,8,6,102,-4,Mild
8,11,107,M,7,6,6,78,-29,Severe
14,7,175,F,13,12,6,150,-25,Severe
11,2,134,M,14,14,0,168,34,Well
11,11,143,F,11,10,0,120,-23,Severe
8,8,104,M,12,11,6,138,34,Well
15,6,186,M,12,11,6,138,-48,Severe
17,9,213,F,9,7,6,90,-123,Severe
16,6,198,M,6,6,6,78,-120,Severe
8,5,101,M,8,7,0,84,-17,Severe
14,1,169,M,11,10,0,120,-49,Severe
13,6,162,M,10,8,6,102,-60,Severe
14,2,170,F,12,11,6,138,-32,Severe
16,5,197,M,13,12,6,150,-47,Severe
12,7,151,M,13,12,6,150,-1,Mild
18,1,217,F,9,7,6,90,-127,Severe
14,10,178,M,14,14,0,168,-10,Severe
17,2,206,F,15,16,0,192,-14,Severe
11,3,135,F,13,12,6,150,15,Well
16,10,202,M,15,16,0,192,-10,Severe
5,1,61,F,10,8,6,102,41,Well
12,5,149,M,14,14,0,168,19,Well
18,8,224,M,7,6,6,78,-146,Severe
18,5,221,F,9,7,6,90,-131,Severe
12,3,147,M,10,8,6,102,-45,Severe
18,9,225,F,6,6,6,78,-147,Severe
5,1,61,M,11,10,0,120,59,Well
9,1,109,F,8,7,0,84,-25,Severe
11,6,138,M,6,6,6,78,-60,Severe
17,4,208,F,11,10,0,120,-88,Severe
13,11,167,M,11,10,0,120,-47,Severe
12,6,150,M,12,11,6,138,-12,Severe
6,11,83,M,6,6,6,78,-5,Mild
7,10,94,M,10,8,6,102,8,Well
17,2,206,F,8,7,0,84,-122,Severe
8,0,96,M,14,14,0,168,72,Well
10,2,122,F,11,10,0,120,-2,Mild
9,1,109,F,6,6,6,78,-31,Severe
15,0,180,F,13,12,6,150,-30,Severe
11,10,142,M,14,14,0,168,26,Well
6,1,73,F,11,10,0,120,47,Well
5,11,71,M,10,8,6,102,31,Well
5,0,60,M,8,7,0,84,24,Well
13,3,159,M,10,8,6,102,-57,Severe
10,3,123,M,12,11,6,138,15,Well
17,3,207,M,8,7,0,84,-123,Severe
10,0,120,F,12,11,6,138,18,Well
10,11,131,M,11,10,0,120,-11,Severe
8,0,96,M,10,8,6,102,6,Well
15,10,190,F,14,14,0,168,-22,Severe
5,7,67,M,10,8,6,102,35,Well
13,2,158,F,10,8,6,102,-56,Severe
6,4,76,M,10,8,6,102,26,Well
15,2,182,M,8,7,0,84,-98,Severe
5,9,69,F,14,14,0,168,99,Well
5,4,64,F,11,10,0,120,56,Well
15,9,189,M,8,7,0,84,-105,Severe
5,4,64,F,13,12,6,150,86,Well
9,7,115,M,7,6,6,78,-37,Severe
15,1,181,M,9,7,6,90,-91,Severe
15,10,190,F,13,12,6,150,-40,Severe
5,7,67,M,7,6,6,78,11,Well
11,1,133,M,14,14,0,168,35,Well
9,0,108,F,9,7,6,90,-18,Severe
12,8,152,F,9,7,6,90,-62,Severe
7,4,88,F,9,7,6,90,2,Good
9,8,116,F,12,11,6,138,22,Well
13,3,159,M,7,6,6,78,-81,Severe
11,1,133,F,7,6,6,78,-55,Severe
11,3,135,F,15,16,0,192,57,Well
9,7,115,F,15,16,0,192,77,Well
6,6,78,F,8,7,0,84,6,Well
17,10,214,M,11,10,0,120,-94,Severe
16,4,196,M,12,11,6,138,-58,Severe
11,7,139,M,6,6,6,78,-61,Severe
7,8,92,M,11,10,0,120,28,Well
17,4,208,M,6,6,6,78,-130,Severe
18,4,220,M,10,8,6,102,-118,Severe
15,6,186,F,7,6,6,78,-108,Severe
13,6,162,F,13,12,6,150,-12,Severe
8,4,100,M,8,7,0,84,-16,Severe
17,4,208,F,12,11,6,138,-70,Severe
11,2,134,F,8,7,0,84,-50,Severe
15,2,182,F,8,7,0,84,-98,Severe
5,9,69,M,11,10,0,120,51,Well
14,5,173,M,8,7,0,84,-89,Severe
11,3,135,M,13,12,6,150,15,Well
14,11,179,F,14,14,0,168,-11,Severe
8,0,96,F,7,6,6,78,-18,Severe
12,4,148,M,12,11,6,138,-10,Severe
18,6,222,F,7,6,6,78,-144,Severe
10,7,127,F,13,12,6,150,23,Well
18,1,217,F,11,10,0,120,-97,Severe
11,3,135,M,15,16,0,192,57,Well
11,4,136,M,6,6,6,78,-58,Severe
8,6,102,F,13,12,6,150,48,Well
15,10,190,F,11,10,0,120,-70,Severe
7,0,84,M,6,6,6,78,-6,Severe
10,1,121,M,11,10,0,120,-1,Mild
10,7,127,F,11,10,0,120,-7,Severe
9,2,110,F,13,12,6,150,40,Well
5,1,61,F,15,16,0,192,131,Well
14,0,168,M,10,8,6,102,-66,Severe
17,3,207,M,10,8,6,102,-105,Severe
6,7,79,M,7,6,6,78,-1,Mild
10,3,123,M,11,10,0,120,-3,Mild
5,8,68,M,14,14,0,168,100,Well
16,8,200,F,12,11,6,138,-62,Severe
12,1,145,M,9,7,6,90,-55,Severe
6,10,82,M,13,12,6,150,68,Well
5,9,69,F,10,8,6,102,33,Well
12,11,155,M,9,7,6,90,-65,Severe
17,8,212,F,13,12,6,150,-62,Severe
12,9,153,F,11,10,0,120,-33,Severe
13,10,166,M,13,12,6,150,-16,Severe
10,8,128,F,15,16,0,192,64,Well
12,0,144,M,11,10,0,120,-24,Severe
5,10,70,M,7,6,6,78,8,Well
17,3,207,F,15,16,0,192,-15,Severe
16,6,198,F,14,14,0,168,-30,Severe
9,4,112,M,14,14,0,168,56,Well
9,11,119,F,13,12,6,150,31,Well
11,1,133,F,6,6,6,78,-55,Severe
10,11,131,M,8,7,0,84,-47,Severe
18,6,222,M,14,14,0,168,-54,Severe
11,3,135,M,8,7,0,84,-51,Severe
7,11,95,F,11,10,0,120,25,Well
5,0,60,M,13,12,6,150,90,Well
8,2,98,M,10,8,6,102,4,Good
18,0,216,M,15,16,0,192,-24,Severe
17,4,208,F,15,16,0,192,-16,Severe
18,11,227,M,9,7,6,90,-137,Severe
6,2,74,M,13,12,6,150,76,Well
14,8,176,M,6,6,6,78,-98,Severe
6,1,73,F,10,8,6,102,29,Well
17,5,209,F,9,7,6,90,-119,Severe
12,9,153,F,9,7,6,90,-63,Severe
9,7,115,M,13,12,6,150,35,Well
8,11,107,M,10,8,6,102,-5,Mild
14,10,178,M,11,10,0,120,-58,Severe
6,2,74,F,10,8,6,102,28,Well
11,5,137,M,14,14,0,168,31,Well
5,2,62,F,12,11,6,138,76,Well
7,0,84,F,12,11,6,138,54,Well
9,6,114,M,14,14,0,168,54,Well
11,9,141,F,8,7,0,84,-57,Severe
15,4,184,M,6,6,6,78,-106,Severe
7,7,91,F,14,14,0,168,77,Well
14,9,177,F,7,6,6,78,-99,Severe
14,3,171,M,10,8,6,102,-69,Severe
18,4,220,M,12,11,6,138,-82,Severe
17,1,205,F,6,6,6,78,-127,Severe
13,6,162,M,13,12,6,150,-12,Severe
14,6,174,F,10,8,6,102,-72,Severe
16,4,196,F,6,6,6,78,-118,Severe
14,11,179,F,9,7,6,90,-89,Severe
8,6,102,F,8,7,0,84,-18,Severe
7,1,85,M,9,7,6,90,5,Good
12,8,152,F,10,8,6,102,-50,Severe
11,2,134,M,6,6,6,78,-56,Severe
5,7,67,M,8,7,0,84,17,Well
5,3,63,F,10,8,6,102,39,Well
18,4,220,F,13,12,6,150,-70,Severe
14,6,174,F,11,10,0,120,-54,Severe
10,7,127,M,7,6,6,78,-49,Severe
15,1,181,F,7,6,6,78,-103,Severe
10,5,125,M,9,7,6,90,-35,Severe
6,2,74,F,9,7,6,90,16,Well
13,5,161,F,9,7,6,90,-71,Severe
6,8,80,F,14,14,0,168,88,Well
12,7,151,F,13,12,6,150,-1,Mild
6,11,83,F,6,6,6,78,-5,Mild
9,9,117,F,13,12,6,150,33,Well
9,4,112,M,7,6,6,78,-34,Severe
11,2,134,F,14,14,0,168,34,Well
17,1,205,F,9,7,6,90,-115,Severe
7,5,89,F,6,6,6,78,-11,Severe
16,10,202,F,12,11,6,138,-64,Severe
15,10,190,M,13,12,6,150,-40,Severe
11,5,137,F,9,7,6,90,-47,Severe
15,5,185,F,12,11,6,138,-47,Severe
7,10,94,F,8,7,0,84,-10,Severe
13,2,158,F,13,12,6,150,-8,Severe
13,7,163,F,10,8,6,102,-61,Severe
14,10,178,M,12,11,6,138,-40,Severe
12,5,149,F,9,7,6,90,-59,Severe
7,0,84,F,8,7,0,84,0,Neutral
14,4,172,F,13,12,6,150,-22,Severe
18,5,221,F,14,14,0,168,-53,Severe
9,2,110,M,12,11,6,138,28,Well
18,3,219,M,9,7,6,90,-129,Severe
18,3,219,M,15,16,0,192,-27,Severe
17,0,204,M,15,16,0,192,-12,Severe
12,6,150,M,7,6,6,78,-72,Severe
9,6,114,F,9,7,6,90,-24,Severe
13,9,165,F,8,7,0,84,-81,Severe
6,10,82,F,13,12,6,150,68,Well
14,9,177,M,10,8,6,102,-75,Severe
8,1,97,M,9,7,6,90,-7,Severe
8,5,101,M,12,11,6,138,37,Well
8,3,99,M,15,16,0,192,93,Well
10,6,126,M,13,12,6,150,24,Well
18,10,226,M,6,6,6,78,-148,Severe
9,7,115,F,6,6,6,78,-37,Severe
5,7,67,F,9,7,6,90,23,Well
9,6,114,M,7,6,6,78,-36,Severe
5,7,67,F,12,11,6,138,71,Well
12,0,144,F,8,7,0,84,-60,Severe
18,8,224,M,13,12,6,150,-74,Severe
8,10,106,M,6,6,6,78,-28,Severe
6,1,73,F,7,6,6,78,5,Good
16,7,199,M,9,7,6,90,-109,Severe
10,4,124,F,15,16,0,192,68,Well
7,6,90,F,7,6,6,78,-12,Severe
17,7,211,M,15,16,0,192,-19,Severe
9,1,109,F,9,7,6,90,-19,Severe
15,7,187,M,6,6,6,78,-109,Severe
12,6,150,M,14,14,0,168,18,Well
6,2,74,F,14,14,0,168,94,Well
16,3,195,M,8,7,0,84,-111,Severe
16,9,201,M,9,7,6,90,-111,Severe
17,4,208,M,13,12,6,150,-58,Severe
15,6,186,M,6,6,6,78,-108,Severe
16,5,197,M,7,6,6,78,-119,Severe
8,4,100,M,12,11,6,138,38,Well
18,6,222,F,6,6,6,78,-144,Severe
18,7,223,M,10,8,6,102,-121,Severe
17,8,212,M,7,6,6,78,-134,Severe
6,3,75,M,10,8,6,102,27,Well
11,1,133,M,7,6,6,78,-55,Severe
10,3,123,F,12,11,6,138,15,Well
15,11,191,M,15,16,0,192,1,Good
15,2,182,F,10,8,6,102,-80,Severe
9,10,118,F,14,14,0,168,50,Well
16,4,196,M,11,10,0,120,-76,Severe
10,0,120,F,15,16,0,192,72,Well
11,11,143,M,14,14,0,168,25,Well
11,4,136,F,9,7,6,90,-46,Severe
6,10,82,F,15,16,0,192,110,Well
9,5,113,F,8,7,0,84,-29,Severe
8,7,103,M,14,14,0,168,65,Well
7,5,89,F,14,14,0,168,79,Well
8,3,99,M,11,10,0,120,21,Well
11,10,142,F,9,7,6,90,-52,Severe
14,4,172,M,14,14,0,168,-4,Mild
13,2,158,M,11,10,0,120,-38,Severe
5,7,67,F,7,6,6,78,11,Well
9,0,108,F,7,6,6,78,-30,Severe
8,9,105,M,7,6,6,78,-27,Severe
16,10,202,F,8,7,0,84,-118,Severe
11,11,143,F,15,16,0,192,49,Well
17,6,210,M,10,8,6,102,-108,Severe
13,0,156,F,8,7,0,84,-72,Severe
11,6,138,F,11,10,0,120,-18,Severe
17,7,211,M,10,8,6,102,-109,Severe
7,7,91,M,14,14,0,168,77,Well
13,1,157,F,11,10,0,120,-37,Severe
15,3,183,M,11,10,0,120,-63,Severe
6,0,72,M,15,16,0,192,120,Well
9,11,119,M,8,7,0,84,-35,Severe
12,5,149,F,10,8,6,102,-47,Severe
16,8,200,M,8,7,0,84,-116,Severe
16,1,193,F,15,16,0,192,-1,Mild
16,1,193,M,15,16,0,192,-1,Mild
13,9,165,F,6,6,6,78,-87,Severe
11,7,139,F,7,6,6,78,-61,Severe
7,1,85,M,8,7,0,84,-1,Mild
8,3,99,M,12,11,6,138,39,Well
12,5,149,M,6,6,6,78,-71,Severe
18,2,218,M,9,7,6,90,-128,Severe
10,8,128,M,13,12,6,150,22,Well
14,6,174,F,13,12,6,150,-24,Severe
9,6,114,M,13,12,6,150,36,Well
15,10,190,F,7,6,6,78,-112,Severe
8,2,98,F,15,16,0,192,94,Well
15,0,180,M,13,12,6,150,-30,Severe
6,0,72,F,15,16,0,192,120,Well
12,8,152,M,8,7,0,84,-68,Severe
10,6,126,M,10,8,6,102,-24,Severe
17,9,213,F,6,6,6,78,-135,Severe
9,4,112,M,15,16,0,192,80,Well
13,5,161,M,15,16,0,192,31,Well
18,10,226,F,12,11,6,138,-88,Severe
8,3,99,F,8,7,0,84,-15,Severe
9,10,118,M,10,8,6,102,-16,Severe
8,2,98,F,6,6,6,78,-20,Severe
9,6,114,M,8,7,0,84,-30,Severe
7,9,93,M,7,6,6,78,-15,Severe
15,9,189,M,6,6,6,78,-111,Severe
10,0,120,M,6,6,6,78,-42,Severe
9,2,110,M,15,16,0,192,82,Well
14,1,169,M,9,7,6,90,-79,Severe
18,2,218,F,6,6,6,78,-140,Severe
10,2,122,F,13,12,6,150,28,Well
18,4,220,F,14,14,0,168,-52,Severe
9,9,117,F,10,8,6,102,-15,Severe
10,4,124,M,10,8,6,102,-22,Severe
8,11,107,M,11,10,0,120,13,Well
14,2,170,M,12,11,6,138,-32,Severe
9,8,116,M,10,8,6,102,-14,Severe
8,9,105,F,11,10,0,120,15,Well
9,11,119,F,14,14,0,168,49,Well
17,11,215,M,11,10,0,120,-95,Severe
13,2,158,M,6,6,6,78,-80,Severe
15,7,187,F,15,16,0,192,5,Good
6,2,74,M,12,11,6,138,64,Well
17,1,205,M,10,8,6,102,-103,Severe
17,2,206,F,13,12,6,150,-56,Severe
14,1,169,M,8,7,0,84,-85,Severe
6,7,79,M,6,6,6,78,-1,Mild
16,6,198,F,8,7,0,84,-114,Severe
9,3,111,F,12,11,6,138,27,Well
14,3,171,F,7,6,6,78,-93,Severe
16,11,203,F,8,7,0,84,-119,Severe
10,1,121,M,15,16,0,192,71,Well
16,3,195,M,6,6,6,78,-117,Severe
7,7,91,M,6,6,6,78,-13,Severe
17,11,215,F,12,11,6,138,-77,Severe
10,2,122,M,12,11,6,138,16,Well
7,2,86,F,12,11,6,138,52,Well
9,9,117,F,9,7,6,90,-27,Severe
12,3,147,F,11,10,0,120,-27,Severe
10,2,122,F,7,6,6,78,-44,Severe
8,6,102,F,15,16,0,192,90,Well
15,4,184,M,9,7,6,90,-94,Severe
15,5,185,M,7,6,6,78,-107,Severe
10,6,126,F,11,10,0,120,-6,Severe
10,7,127,M,12,11,6,138,11,Well
9,10,118,M,8,7,0,84,-34,Severe
6,6,78,F,15,16,0,192,114,Well
7,4,88,F,6,6,6,78,-10,Severe
14,9,177,M,14,14,0,168,-9,Severe
6,7,79,F,11,10,0,120,41,Well
8,10,106,F,14,14,0,168,62,Well
10,8,128,F,9,7,6,90,-38,Severe
11,7,139,M,15,16,0,192,53,Well
5,8,68,M,8,7,0,84,16,Well
12,3,147,M,13,12,6,150,3,Good
14,9,177,M,11,10,0,120,-57,Severe
5,1,61,M,7,6,6,78,17,Well
14,3,171,M,15,16,0,192,21,Well
16,10,202,M,13,12,6,150,-52,Severe
18,10,226,M,13,12,6,150,-76,Severe
18,8,224,M,8,7,0,84,-140,Severe
16,4,196,F,14,14,0,168,-28,Severe
11,8,140,M,15,16,0,192,52,Well
14,9,177,M,8,7,0,84,-93,Severe
7,0,84,F,9,7,6,90,6,Well
15,8,188,M,13,12,6,150,-38,Severe
16,6,198,F,6,6,6,78,-120,Severe
15,6,186,M,9,7,6,90,-96,Severe
17,5,209,M,13,12,6,150,-59,Severe
11,0,132,M,8,7,0,84,-48,Severe
10,7,127,M,9,7,6,90,-37,Severe
15,10,190,M,8,7,0,84,-106,Severe
15,10,190,F,8,7,0,84,-106,Severe
6,3,75,M,12,11,6,138,63,Well
18,4,220,M,14,14,0,168,-52,Severe
5,9,69,F,9,7,6,90,21,Well
12,11,155,F,7,6,6,78,-77,Severe
13,9,165,M,10,8,6,102,-63,Severe
15,5,185,M,8,7,0,84,-101,Severe
9,2,110,M,11,10,0,120,10,Well
12,4,148,M,10,8,6,102,-46,Severe
15,7,187,F,8,7,0,84,-103,Severe
17,8,212,F,7,6,6,78,-134,Severe
5,6,66,M,8,7,0,84,18,Well
8,2,98,M,14,14,0,168,70,Well
8,6,102,M,12,11,6,138,36,Well
7,2,86,F,15,16,0,192,106,Well
17,0,204,F,15,16,0,192,-12,Severe
15,7,187,F,13,12,6,150,-37,Severe
17,3,207,F,7,6,6,78,-129,Severe
17,11,215,M,6,6,6,78,-137,Severe
12,11,155,F,13,12,6,150,-5,Mild
10,8,128,M,14,14,0,168,40,Well
18,0,216,F,12,11,6,138,-78,Severe
17,3,207,M,7,6,6,78,-129,Severe
14,10,178,M,10,8,6,102,-76,Severe
13,1,157,M,10,8,6,102,-55,Severe
11,2,134,F,12,11,6,138,4,Good
8,11,107,F,12,11,6,138,31,Well
18,11,227,F,7,6,6,78,-149,Severe
9,7,115,F,11,10,0,120,5,Good
14,5,173,M,12,11,6,138,-35,Severe
16,0,192,F,13,12,6,150,-42,Severe
12,4,148,M,15,16,0,192,44,Well
11,6,138,F,12,11,6,138,0,Neutral
15,6,186,F,12,11,6,138,-48,Severe
9,9,117,M,11,10,0,120,3,Good
15,4,184,F,7,6,6,78,-106,Severe
14,10,178,M,13,12,6,150,-28,Severe
12,10,154,M,6,6,6,78,-76,Severe
9,7,115,M,15,16,0,192,77,Well
15,11,191,M,13,12,6,150,-41,Severe
11,5,137,F,10,8,6,102,-35,Severe
11,0,132,F,8,7,0,84,-48,Severe
13,5,161,F,8,7,0,84,-77,Severe
5,8,68,F,13,12,6,150,82,Well
8,10,106,F,8,7,0,84,-22,Severe
9,3,111,M,10,8,6,102,-9,Severe
5,8,68,M,10,8,6,102,34,Well
5,5,65,M,14,14,0,168,103,Well
15,5,185,M,14,14,0,168,-17,Severe
11,11,143,M,9,7,6,90,-53,Severe
16,10,202,M,9,7,6,90,-112,Severe
16,10,202,M,10,8,6,102,-100,Severe
16,3,195,F,7,6,6,78,-117,Severe
11,8,140,F,8,7,0,84,-56,Severe
5,0,60,F,6,6,6,78,18,Well
10,4,124,F,12,11,6,138,14,Well
18,7,223,F,7,6,6,78,-145,Severe
9,1,109,F,15,16,0,192,83,Well
15,3,183,M,14,14,0,168,-15,Severe
8,6,102,F,6,6,6,78,-24,Severe
9,4,112,M,10,8,6,102,-10,Severe
18,2,218,F,11,10,0,120,-98,Severe
15,1,181,M,12,11,6,138,-43,Severe
7,2,86,F,7,6,6,78,-8,Severe
18,7,223,F,9,7,6,90,-133,Severe
5,1,61,M,6,6,6,78,17,Well
6,5,77,M,12,11,6,138,61,Well
13,10,166,M,14,14,0,168,2,Good
9,0,108,F,11,10,0,120,12,Well
15,7,187,F,11,10,0,120,-67,Severe
15,9,189,F,8,7,0,84,-105,Severe
15,2,182,F,7,6,6,78,-104,Severe
18,10,226,M,11,10,0,120,-106,Severe
6,2,74,F,15,16,0,192,118,Well
18,9,225,M,14,14,0,168,-57,Severe
12,6,150,M,10,8,6,102,-48,Severe
11,2,134,F,10,8,6,102,-32,Severe
13,6,162,F,15,16,0,192,30,Well
18,10,226,F,9,7,6,90,-136,Severe
13,0,156,M,7,6,6,78,-78,Severe
16,5,197,M,6,6,6,78,-119,Severe
15,3,183,F,13,12,6,150,-33,Severe
9,4,112,F,6,6,6,78,-34,Severe
10,7,127,F,14,14,0,168,41,Well
12,0,144,M,6,6,6,78,-66,Severe
6,11,83,F,9,7,6,90,7,Well
17,9,213,F,12,11,6,138,-75,Severe
5,5,65,M,15,16,0,192,127,Well
18,8,224,F,14,14,0,168,-56,Severe
14,11,179,M,6,6,6,78,-101,Severe
7,8,92,M,7,6,6,78,-14,Severe
10,9,129,F,11,10,0,120,-9,Severe
14,8,176,M,14,14,0,168,-8,Severe
7,1,85,F,10,8,6,102,17,Well
17,11,215,M,7,6,6,78,-137,Severe
7,11,95,M,9,7,6,90,-5,Mild
6,9,81,M,13,12,6,150,69,Well
15,11,191,F,14,14,0,168,-23,Severe
8,7,103,F,15,16,0,192,89,Well
6,4,76,M,9,7,6,90,14,Well
11,5,137,M,11,10,0,120,-17,Severe
9,9,117,M,6,6,6,78,-39,Severe
10,9,129,M,15,16,0,192,63,Well
5,1,61,F,12,11,6,138,77,Well
14,0,168,M,9,7,6,90,-78,Severe
18,4,220,M,13,12,6,150,-70,Severe
9,11,119,F,12,11,6,138,19,Well
12,6,150,F,9,7,6,90,-60,Severe
13,6,162,F,12,11,6,138,-24,Severe
10,6,126,M,11,10,0,120,-6,Severe
13,3,159,F,12,11,6,138,-21,Severe
16,8,200,F,6,6,6,78,-122,Severe
15,6,186,F,9,7,6,90,-96,Severe
10,5,125,F,6,6,6,78,-47,Severe
13,3,159,M,14,14,0,168,9,Well
18,2,218,F,14,14,0,168,-50,Severe
15,10,190,M,12,11,6,138,-52,Severe
7,4,88,F,14,14,0,168,80,Well
10,7,127,M,10,8,6,102,-25,Severe
16,1,193,F,7,6,6,78,-115,Severe
7,10,94,M,15,16,0,192,98,Well
8,10,106,F,10,8,6,102,-4,Mild
17,4,208,M,10,8,6,102,-106,Severe
18,1,217,M,14,14,0,168,-49,Severe
15,2,182,M,10,8,6,102,-80,Severe
9,5,113,F,7,6,6,78,-35,Severe
18,4,220,M,9,7,6,90,-130,Severe
12,11,155,M,15,16,0,192,37,Well
16,0,192,M,6,6,6,78,-114,Severe
17,2,206,M,7,6,6,78,-128,Severe
7,1,85,F,7,6,6,78,-7,Severe
