BAY,BAM,BTM,Gender,Score,RAY,RAM,RTM,D,RLD
12,7,151,M,10,5,7,67,-84,Severe
7,11,95,F,104,13,7,163,68,Well
5,1,61,M,19,6,1,73,12,Well
15,0,180,F,62,9,4,112,-68,Severe
12,8,152,M,86,11,10,142,-10,Severe
11,3,135,F,23,6,4,76,-59,Severe
14,6,174,F,87,11,11,143,-31,Severe
17,8,212,M,34,7,0,84,-128,Severe
13,3,159,M,15,5,11,71,-88,Severe
17,11,215,M,13,5,9,69,-146,Severe
11,3,135,M,56,8,9,105,-30,Severe
8,5,101,F,21,6,2,74,-27,Severe
6,6,78,F,80,11,3,135,57,Well
8,11,107,M,91,12,4,148,41,Well
17,2,206,M,56,8,9,105,-101,Severe
15,4,184,F,4,5,4,64,-120,Severe
15,0,180,F,40,7,5,89,-91,Severe
12,3,147,M,96,12,10,154,7,Well
18,0,216,F,50,8,3,99,-117,Severe
5,8,68,F,41,7,6,90,22,Well
9,11,119,F,51,8,4,100,-19,Severe
18,11,227,F,35,7,1,85,-142,Severe
17,5,209,M,79,11,1,133,-76,Severe
11,0,132,F,71,10,3,123,-9,Severe
9,3,111,F,101,13,4,160,49,Well
17,1,205,M,38,7,4,88,-117,Severe
6,2,74,F,11,5,8,68,-6,Severe
13,0,156,F,79,11,1,133,-23,Severe
7,5,89,M,26,6,6,78,-11,Severe
15,3,183,F,43,7,8,92,-91,Severe
12,4,148,M,72,10,4,124,-24,Severe
10,10,130,M,98,13,0,156,26,Well
11,7,139,M,24,6,5,77,-62,Severe
16,10,202,F,85,11,9,141,-61,Severe
6,6,78,F,21,6,2,74,-4,Mild
16,10,202,M,49,8,2,98,-104,Severe
17,3,207,F,31,6,9,81,-126,Severe
18,8,224,M,6,5,5,65,-159,Severe
6,6,78,M,35,7,1,85,7,Well
11,5,137,M,43,7,8,92,-45,Severe
12,2,146,M,99,13,1,157,11,Well
9,7,115,F,60,9,2,110,-5,Mild
8,7,103,F,68,10,0,120,17,Well
13,5,161,F,27,6,7,79,-82,Severe
10,4,124,M,23,6,4,76,-48,Severe
15,11,191,F,39,7,5,89,-102,Severe
5,3,63,M,82,11,5,137,74,Well
10,3,123,F,44,7,9,93,-30,Severe
18,3,219,F,13,5,9,69,-150,Severe
13,6,162,M,27,6,7,79,-83,Severe
18,9,225,F,8,5,6,66,-159,Severe
6,10,82,M,17,6,0,72,-10,Severe
12,10,154,M,18,6,1,73,-81,Severe
12,9,153,M,81,11,4,136,-17,Severe
8,2,98,M,86,11,10,142,44,Well
9,7,115,F,39,7,5,89,-26,Severe
8,9,105,F,102,13,6,162,57,Well
6,6,78,M,75,10,9,129,51,Well
12,0,144,M,44,7,9,93,-51,Severe
9,8,116,F,89,12,1,145,29,Well
15,7,187,M,37,7,3,87,-100,Severe
17,2,206,F,57,8,10,106,-100,Severe
10,10,130,F,66,9,9,117,-13,Severe
18,4,220,F,29,6,8,80,-140,Severe
14,3,171,M,94,12,7,151,-20,Severe
9,0,108,M,78,11,0,132,24,Well
10,3,123,M,19,6,1,73,-50,Severe
10,8,128,F,95,12,9,153,25,Well
13,5,161,M,31,6,9,81,-80,Severe
7,9,93,M,37,7,3,87,-6,Severe
9,0,108,F,43,7,8,92,-16,Severe
14,1,169,M,65,9,8,116,-53,Severe
18,8,224,M,37,7,3,87,-137,Severe
16,2,194,F,104,13,7,163,-31,Severe
10,3,123,F,49,8,2,98,-25,Severe
16,5,197,M,14,5,10,70,-127,Severe
16,9,201,F,91,12,4,148,-53,Severe
14,1,169,M,36,7,2,86,-83,Severe
14,3,171,M,4,5,4,64,-107,Severe
9,11,119,M,92,12,5,149,30,Well
7,3,87,M,71,10,3,123,36,Well
18,8,224,M,72,10,4,124,-100,Severe
18,5,221,F,3,5,3,63,-158,Severe
6,6,78,M,106,13,10,166,88,Well
7,8,92,M,75,10,9,129,37,Well
18,3,219,M,31,6,9,81,-138,Severe
17,3,207,F,82,11,5,137,-70,Severe
11,5,137,F,19,6,1,73,-64,Severe
11,2,134,M,18,6,1,73,-61,Severe
11,1,133,F,76,10,10,130,-3,Mild
6,6,78,F,53,8,6,102,24,Well
13,5,161,F,77,10,11,131,-30,Severe
5,7,67,F,103,13,6,162,95,Well
8,1,97,M,8,5,6,66,-31,Severe
11,9,141,M,80,11,3,135,-6,Severe
17,4,208,F,31,6,9,81,-127,Severe
7,1,85,F,18,6,1,73,-12,Severe
13,4,160,F,76,10,10,130,-30,Severe
14,3,171,F,110,14,3,171,0,Neutral
14,4,172,M,4,5,4,64,-108,Severe
18,2,218,M,81,11,4,136,-82,Severe
9,0,108,F,67,9,10,118,10,Well
8,0,96,F,32,6,10,82,-14,Severe
8,6,102,F,56,8,9,105,3,Good
16,7,199,F,20,6,2,74,-125,Severe
16,7,199,F,74,10,7,127,-72,Severe
7,7,91,F,35,7,1,85,-6,Severe
7,1,85,M,16,5,11,71,-14,Severe
15,1,181,F,104,13,7,163,-18,Severe
13,6,162,M,29,6,8,80,-82,Severe
9,4,112,F,106,13,10,166,54,Well
8,8,104,M,54,8,7,103,-1,Mild
12,2,146,F,87,11,11,143,-3,Mild
10,1,121,M,52,8,5,101,-20,Severe
14,4,172,F,103,13,6,162,-10,Severe
10,9,129,F,24,6,5,77,-52,Severe
17,1,205,F,50,8,3,99,-106,Severe
18,10,226,F,106,13,10,166,-60,Severe
17,11,215,F,65,9,8,116,-99,Severe
16,6,198,M,56,8,9,105,-93,Severe
15,7,187,M,2,5,3,63,-124,Severe
16,0,192,F,49,8,2,98,-94,Severe
6,4,76,M,94,12,7,151,75,Well
6,3,75,M,92,12,5,149,74,Well
15,3,183,F,60,9,2,110,-73,Severe
6,5,77,M,92,12,5,149,72,Well
15,11,191,M,28,6,8,80,-111,Severe
14,9,177,F,2,5,3,63,-114,Severe
14,11,179,M,74,10,7,127,-52,Severe
12,3,147,F,88,12,0,144,-3,Mild
9,4,112,M,34,7,0,84,-28,Severe
7,9,93,M,18,6,1,73,-20,Severe
5,8,68,M,29,6,8,80,12,Well
7,3,87,M,8,5,6,66,-21,Severe
14,10,178,M,32,6,10,82,-96,Severe
5,6,66,M,3,5,3,63,-3,Mild
17,4,208,M,48,8,1,97,-111,Severe
13,3,159,M,105,13,9,165,6,Well
9,3,111,M,94,12,7,151,40,Well
5,0,60,M,12,5,9,69,9,Well
5,8,68,F,27,6,7,79,11,Well
11,7,139,F,41,7,6,90,-49,Severe
5,2,62,F,104,13,7,163,101,Well
16,0,192,M,28,6,8,80,-112,Severe
6,8,80,M,99,13,1,157,77,Well
12,7,151,F,81,11,4,136,-15,Severe
13,9,165,F,104,13,7,163,-2,Mild
14,6,174,M,7,5,6,66,-108,Severe
14,0,168,F,108,14,0,168,0,Neutral
6,5,77,M,51,8,4,100,23,Well
9,9,117,M,11,5,8,68,-49,Severe
9,5,113,M,3,5,3,63,-50,Severe
16,2,194,M,90,12,3,147,-47,Severe
15,0,180,F,33,6,11,83,-97,Severe
6,10,82,F,41,7,6,90,8,Well
16,3,195,F,64,9,7,115,-80,Severe
18,4,220,M,4,5,4,64,-156,Severe
7,8,92,F,44,7,9,93,1,Good
11,7,139,M,87,11,11,143,4,Good
15,5,185,M,57,8,10,106,-79,Severe
17,7,211,M,107,13,11,167,-44,Severe
5,10,70,M,56,8,9,105,35,Well
8,8,104,F,96,12,10,154,50,Well
9,3,111,M,48,8,1,97,-14,Severe
11,11,143,M,6,5,5,65,-78,Severe
11,0,132,M,48,8,1,97,-35,Severe
15,5,185,F,15,5,11,71,-114,Severe
15,10,190,M,19,6,1,73,-117,Severe
6,3,75,M,40,7,5,89,14,Well
8,8,104,M,105,13,9,165,61,Well
5,7,67,M,76,10,10,130,63,Well
11,3,135,F,85,11,9,141,6,Well
15,3,183,F,75,10,9,129,-54,Severe
10,5,125,M,100,13,3,159,34,Well
10,3,123,M,2,5,3,63,-60,Severe
15,3,183,M,24,6,5,77,-106,Severe
10,10,130,M,80,11,3,135,5,Good
9,7,115,M,54,8,7,103,-12,Severe
6,5,77,F,108,14,0,168,91,Well
8,0,96,M,11,5,8,68,-28,Severe
18,7,223,F,8,5,6,66,-157,Severe
15,0,180,M,110,14,3,171,-9,Severe
18,0,216,F,31,6,9,81,-135,Severe
15,11,191,F,37,7,3,87,-104,Severe
16,3,195,F,88,12,0,144,-51,Severe
17,4,208,F,22,6,3,75,-133,Severe
11,9,141,F,12,5,9,69,-72,Severe
6,2,74,M,62,9,4,112,38,Well
17,10,214,M,7,5,6,66,-148,Severe
12,8,152,F,66,9,9,117,-35,Severe
6,11,83,F,70,10,2,122,39,Well
18,0,216,M,67,9,10,118,-98,Severe
9,0,108,M,8,5,6,66,-42,Severe
5,10,70,M,103,13,6,162,92,Well
13,3,159,M,58,9,0,108,-51,Severe
7,9,93,F,44,7,9,93,0,Neutral
14,3,171,F,70,10,2,122,-49,Severe
18,3,219,F,71,10,3,123,-96,Severe
6,1,73,M,104,13,7,163,90,Well
5,2,62,M,103,13,6,162,100,Well
13,11,167,M,46,7,11,95,-72,Severe
14,9,177,F,46,7,11,95,-82,Severe
14,8,176,F,89,12,1,145,-31,Severe
18,0,216,M,28,6,8,80,-136,Severe
17,7,211,F,53,8,6,102,-109,Severe
17,7,211,M,47,8,0,96,-115,Severe
12,4,148,M,102,13,6,162,14,Well
8,5,101,M,10,5,7,67,-34,Severe
6,11,83,M,73,10,6,126,43,Well
7,1,85,M,102,13,6,162,77,Well
7,3,87,M,20,6,2,74,-13,Severe
15,8,188,F,106,13,10,166,-22,Severe
16,10,202,M,11,5,8,68,-134,Severe
12,4,148,F,40,7,5,89,-59,Severe
12,6,150,M,109,14,1,169,19,Well
7,0,84,F,68,10,0,120,36,Well
11,7,139,F,30,6,9,81,-58,Severe
18,11,227,F,5,5,5,65,-162,Severe
12,3,147,F,41,7,6,90,-57,Severe
16,1,193,M,6,5,5,65,-128,Severe
5,9,69,M,36,7,2,86,17,Well
11,3,135,F,23,6,4,76,-59,Severe
15,5,185,F,48,8,1,97,-88,Severe
16,3,195,M,74,10,7,127,-68,Severe
9,3,111,F,45,7,10,94,-17,Severe
11,4,136,F,37,7,3,87,-49,Severe
8,11,107,M,69,10,1,121,14,Well
6,2,74,M,35,7,1,85,11,Well
17,10,214,F,53,8,6,102,-112,Severe
16,2,194,M,72,10,4,124,-70,Severe
5,2,62,M,34,7,0,84,22,Well
13,0,156,M,39,7,5,89,-67,Severe
10,4,124,M,32,6,10,82,-42,Severe
10,5,125,F,39,7,5,89,-36,Severe
13,3,159,M,81,11,4,136,-23,Severe
12,0,144,F,50,8,3,99,-45,Severe
18,9,225,M,82,11,5,137,-88,Severe
12,3,147,F,33,6,11,83,-64,Severe
13,5,161,F,101,13,4,160,-1,Mild
17,8,212,F,38,7,4,88,-124,Severe
16,4,196,M,50,8,3,99,-97,Severe
11,11,143,M,2,5,3,63,-80,Severe
10,8,128,M,51,8,4,100,-28,Severe
15,6,186,M,74,10,7,127,-59,Severe
16,9,201,M,40,7,5,89,-112,Severe
14,3,171,F,39,7,5,89,-82,Severe
11,9,141,F,15,5,11,71,-70,Severe
17,1,205,M,17,6,0,72,-133,Severe
9,9,117,F,48,8,1,97,-20,Severe
11,7,139,F,31,6,9,81,-58,Severe
11,3,135,M,83,11,6,138,3,Good
14,3,171,M,56,8,9,105,-66,Severe
12,11,155,M,99,13,1,157,2,Good
6,3,75,M,49,8,2,98,23,Well
6,3,75,M,79,11,1,133,58,Well
8,10,106,M,56,8,9,105,-1,Mild
6,9,81,M,21,6,2,74,-7,Severe
18,11,227,F,47,8,0,96,-131,Severe
12,9,153,F,61,9,3,111,-42,Severe
15,2,182,F,39,7,5,89,-93,Severe
16,1,193,F,24,6,5,77,-116,Severe
18,3,219,F,4,5,4,64,-155,Severe
11,3,135,M,3,5,3,63,-72,Severe
15,0,180,F,39,7,5,89,-91,Severe
18,10,226,M,59,9,1,109,-117,Severe
6,1,73,M,27,6,7,79,6,Well
13,4,160,F,13,5,9,69,-91,Severe
9,7,115,M,49,8,2,98,-17,Severe
15,1,181,F,39,7,5,89,-92,Severe
16,9,201,F,50,8,3,99,-102,Severe
8,3,99,F,26,6,6,78,-21,Severe
14,3,171,F,58,9,0,108,-63,Severe
16,9,201,F,13,5,9,69,-132,Severe
11,4,136,F,52,8,5,101,-35,Severe
14,2,170,M,68,10,0,120,-50,Severe
13,0,156,F,53,8,6,102,-54,Severe
14,2,170,M,23,6,4,76,-94,Severe
15,3,183,M,14,5,10,70,-113,Severe
5,8,68,F,43,7,8,92,24,Well
18,7,223,F,27,6,7,79,-144,Severe
5,3,63,F,100,13,3,159,96,Well
11,4,136,M,19,6,1,73,-63,Severe
17,0,204,F,90,12,3,147,-57,Severe
8,3,99,M,78,11,0,132,33,Well
11,5,137,F,88,12,0,144,7,Well
15,3,183,F,25,6,5,77,-106,Severe
15,8,188,F,90,12,3,147,-41,Severe
14,10,178,F,43,7,8,92,-86,Severe
7,3,87,M,94,12,7,151,64,Well
18,9,225,F,41,7,6,90,-135,Severe
15,0,180,M,4,5,4,64,-116,Severe
12,8,152,M,37,7,3,87,-65,Severe
17,7,211,M,75,10,9,129,-82,Severe
9,4,112,M,32,6,10,82,-30,Severe
12,3,147,M,2,5,3,63,-84,Severe
10,6,126,M,34,7,0,84,-42,Severe
9,0,108,F,103,13,6,162,54,Well
16,3,195,M,105,13,9,165,-30,Severe
18,10,226,M,47,8,0,96,-130,Severe
8,5,101,M,108,14,0,168,67,Well
18,6,222,M,46,7,11,95,-127,Severe
10,9,129,F,103,13,6,162,33,Well
7,1,85,F,106,13,10,166,81,Well
17,8,212,M,29,6,8,80,-132,Severe
18,9,225,F,99,13,1,157,-68,Severe
9,3,111,M,46,7,11,95,-16,Severe
15,4,184,F,97,12,11,155,-29,Severe
16,0,192,M,40,7,5,89,-103,Severe
15,10,190,M,102,13,6,162,-28,Severe
6,0,72,F,21,6,2,74,2,Good
8,5,101,F,8,5,6,66,-35,Severe
18,3,219,F,50,8,3,99,-120,Severe
11,7,139,M,104,13,7,163,24,Well
13,4,160,F,43,7,8,92,-68,Severe
7,11,95,M,92,12,5,149,54,Well
13,0,156,M,11,5,8,68,-88,Severe
12,2,146,F,50,8,3,99,-47,Severe
5,10,70,M,96,12,10,154,84,Well
8,7,103,F,58,9,0,108,5,Good
18,3,219,F,76,10,10,130,-89,Severe
15,4,184,F,26,6,6,78,-106,Severe
6,3,75,F,50,8,3,99,24,Well
7,4,88,F,28,6,8,80,-8,Severe
12,0,144,M,78,11,0,132,-12,Severe
16,6,198,F,48,8,1,97,-101,Severe
17,8,212,F,29,6,8,80,-132,Severe
13,2,158,F,46,7,11,95,-63,Severe
14,5,173,M,96,12,10,154,-19,Severe
11,5,137,F,75,10,9,129,-8,Severe
17,1,205,M,32,6,10,82,-123,Severe
18,6,222,M,68,10,0,120,-102,Severe
5,0,60,M,42,7,7,91,31,Well
16,7,199,M,97,12,11,155,-44,Severe
15,9,189,F,74,10,7,127,-62,Severe
9,2,110,F,92,12,5,149,39,Well
17,4,208,M,81,11,4,136,-72,Severe
10,4,124,M,7,5,6,66,-58,Severe
13,3,159,M,91,12,4,148,-11,Severe
18,11,227,F,101,13,4,160,-67,Severe
13,7,163,F,110,14,3,171,8,Well
13,10,166,F,26,6,6,78,-88,Severe
18,11,227,F,27,6,7,79,-148,Severe
16,3,195,M,70,10,2,122,-73,Severe
8,6,102,M,89,12,1,145,43,Well
16,9,201,M,107,13,11,167,-34,Severe
12,9,153,M,93,12,6,150,-3,Mild
5,6,66,F,25,6,5,77,11,Well
5,6,66,M,41,7,6,90,24,Well
16,6,198,M,59,9,1,109,-89,Severe
12,9,153,M,43,7,8,92,-61,Severe
8,5,101,M,44,7,9,93,-8,Severe
18,7,223,F,34,7,0,84,-139,Severe
16,6,198,M,27,6,7,79,-119,Severe
18,1,217,M,63,9,6,114,-103,Severe
7,3,87,F,34,7,0,84,-3,Mild
9,4,112,M,72,10,4,124,12,Well
9,7,115,F,44,7,9,93,-22,Severe
14,4,172,M,52,8,5,101,-71,Severe
6,0,72,F,74,10,7,127,55,Well
7,10,94,F,62,9,4,112,18,Well
10,2,122,M,102,13,6,162,40,Well
10,3,123,F,75,10,9,129,6,Well
5,9,69,F,105,13,9,165,96,Well
5,10,70,M,29,6,8,80,10,Well
10,5,125,F,64,9,7,115,-10,Severe
13,10,166,M,77,10,11,131,-35,Severe
9,9,117,F,81,11,4,136,19,Well
7,5,89,M,46,7,11,95,6,Well
14,5,173,F,13,5,9,69,-104,Severe
12,6,150,M,69,10,1,121,-29,Severe
15,7,187,M,40,7,5,89,-98,Severe
9,9,117,M,44,7,9,93,-24,Severe
16,4,196,M,74,10,7,127,-69,Severe
16,3,195,M,21,6,2,74,-121,Severe
16,10,202,F,46,7,11,95,-107,Severe
9,9,117,M,28,6,8,80,-37,Severe
17,11,215,F,99,13,1,157,-58,Severe
6,3,75,F,18,6,1,73,-2,Mild
5,3,63,F,80,11,3,135,72,Well
6,10,82,F,96,12,10,154,72,Well
16,11,203,F,56,8,9,105,-98,Severe
12,11,155,M,87,11,11,143,-12,Severe
16,1,193,M,101,13,4,160,-33,Severe
12,1,145,M,13,5,9,69,-76,Severe
9,0,108,M,96,12,10,154,46,Well
18,5,221,F,84,11,7,139,-82,Severe
11,3,135,F,57,8,10,106,-29,Severe
12,4,148,F,59,9,1,109,-39,Severe
16,7,199,M,108,14,0,168,-31,Severe
18,8,224,F,4,5,4,64,-160,Severe
13,3,159,M,49,8,2,98,-61,Severe
16,7,199,M,6,5,5,65,-134,Severe
15,7,187,M,59,9,1,109,-78,Severe
12,7,151,M,45,7,10,94,-57,Severe
17,10,214,F,21,6,2,74,-140,Severe
15,5,185,F,89,12,1,145,-40,Severe
12,3,147,M,88,12,0,144,-3,Mild
13,5,161,F,78,11,0,132,-29,Severe
17,4,208,M,24,6,5,77,-131,Severe
5,9,69,F,92,12,5,149,80,Well
7,2,86,F,82,11,5,137,51,Well
14,7,175,F,13,5,9,69,-106,Severe
18,1,217,M,71,10,3,123,-94,Severe
8,6,102,M,56,8,9,105,3,Good
15,1,181,F,95,12,9,153,-28,Severe
11,8,140,M,59,9,1,109,-31,Severe
7,4,88,M,63,9,6,114,26,Well
6,0,72,M,30,6,9,81,9,Well
13,6,162,F,7,5,6,66,-96,Severe
6,9,81,F,36,7,2,86,5,Good
13,6,162,F,16,5,11,71,-91,Severe
16,7,199,F,67,9,10,118,-81,Severe
18,3,219,F,25,6,5,77,-142,Severe
10,2,122,M,26,6,6,78,-44,Severe
17,4,208,M,19,6,1,73,-135,Severe
11,8,140,F,104,13,7,163,23,Well
12,8,152,F,64,9,7,115,-37,Severe
18,5,221,F,103,13,6,162,-59,Severe
10,6,126,M,63,9,6,114,-12,Severe
11,8,140,M,32,6,10,82,-58,Severe
12,8,152,M,53,8,6,102,-50,Severe
14,3,171,F,100,13,3,159,-12,Severe
5,1,61,F,108,14,0,168,107,Well
11,6,138,M,85,11,9,141,3,Good
9,2,110,F,28,6,8,80,-30,Severe
15,9,189,F,55,8,8,104,-85,Severe
10,0,120,F,12,5,9,69,-51,Severe
12,6,150,F,93,12,6,150,0,Neutral
16,1,193,F,84,11,7,139,-54,Severe
7,8,92,F,34,7,0,84,-8,Severe
18,1,217,F,34,7,0,84,-133,Severe
14,3,171,M,67,9,10,118,-53,Severe
8,10,106,F,21,6,2,74,-32,Severe
18,5,221,M,14,5,10,70,-151,Severe
7,11,95,F,77,10,11,131,36,Well
14,3,171,F,12,5,9,69,-102,Severe
15,7,187,M,79,11,1,133,-54,Severe
5,2,62,F,29,6,8,80,18,Well
15,5,185,F,20,6,2,74,-111,Severe
18,4,220,F,21,6,2,74,-146,Severe
7,7,91,F,39,7,5,89,-2,Mild
8,7,103,M,30,6,9,81,-22,Severe
16,7,199,F,23,6,4,76,-123,Severe
15,2,182,F,65,9,8,116,-66,Severe
10,7,127,F,82,11,5,137,10,Well
16,5,197,M,7,5,6,66,-131,Severe
17,5,209,F,78,11,0,132,-77,Severe
9,6,114,F,61,9,3,111,-3,Mild
15,4,184,F,55,8,8,104,-80,Severe
16,10,202,M,72,10,4,124,-78,Severe
10,7,127,F,44,7,9,93,-34,Severe
10,9,129,F,71,10,3,123,-6,Severe
13,7,163,M,13,5,9,69,-94,Severe
11,0,132,F,41,7,6,90,-42,Severe
11,7,139,F,91,12,4,148,9,Well
12,3,147,F,71,10,3,123,-24,Severe
8,5,101,F,55,8,8,104,3,Good
14,4,172,M,47,8,0,96,-76,Severe
11,6,138,M,90,12,3,147,9,Well
18,3,219,F,93,12,6,150,-69,Severe
8,3,99,M,27,6,7,79,-20,Severe
9,8,116,F,90,12,3,147,31,Well
5,5,65,F,84,11,7,139,74,Well
17,6,210,M,69,10,1,121,-89,Severe
7,11,95,M,85,11,9,141,46,Well
13,3,159,F,98,13,0,156,-3,Mild
17,4,208,M,70,10,2,122,-86,Severe
6,3,75,F,92,12,5,149,74,Well
6,8,80,F,88,12,0,144,64,Well
8,8,104,F,101,13,4,160,56,Well
5,3,63,F,57,8,10,106,43,Well
8,6,102,F,16,5,11,71,-31,Severe
6,2,74,F,3,5,3,63,-11,Severe
15,10,190,M,42,7,7,91,-99,Severe
18,2,218,F,9,5,7,67,-151,Severe
9,3,111,F,86,11,10,142,31,Well
9,3,111,M,84,11,7,139,28,Well
12,10,154,M,100,13,3,159,5,Good
13,0,156,M,35,7,1,85,-71,Severe
6,3,75,M,94,12,7,151,76,Well
8,11,107,M,110,14,3,171,64,Well
11,8,140,F,13,5,9,69,-71,Severe
11,4,136,F,47,8,0,96,-40,Severe
14,5,173,M,102,13,6,162,-11,Severe
6,2,74,M,14,5,10,70,-4,Mild
7,3,87,M,37,7,3,87,0,Neutral
17,0,204,M,61,9,3,111,-93,Severe
16,8,200,M,6,5,5,65,-135,Severe
9,7,115,F,4,5,4,64,-51,Severe
9,0,108,F,73,10,6,126,18,Well
17,11,215,M,42,7,7,91,-124,Severe
13,11,167,M,43,7,8,92,-75,Severe
13,10,166,M,66,9,9,117,-49,Severe
7,9,93,M,38,7,4,88,-5,Mild
15,5,185,M,52,8,5,101,-84,Severe
5,3,63,M,98,13,0,156,93,Well
14,3,171,M,81,11,4,136,-35,Severe
15,0,180,M,31,6,9,81,-99,Severe
6,1,73,M,21,6,2,74,1,Good
10,3,123,M,67,9,10,118,-5,Mild
11,0,132,F,42,7,7,91,-41,Severe
17,8,212,F,89,12,1,145,-67,Severe
15,3,183,M,24,6,5,77,-106,Severe
5,1,61,F,41,7,6,90,29,Well
11,5,137,M,52,8,5,101,-36,Severe
9,8,116,M,12,5,9,69,-47,Severe
9,3,111,F,62,9,4,112,1,Good
13,4,160,M,6,5,5,65,-95,Severe
9,10,118,M,92,12,5,149,31,Well
15,11,191,F,80,11,3,135,-56,Severe
16,2,194,M,35,7,1,85,-109,Severe
6,9,81,F,16,5,11,71,-10,Severe
13,7,163,M,83,11,6,138,-25,Severe
6,7,79,F,39,7,5,89,10,Well
14,4,172,F,106,13,10,166,-6,Severe
17,3,207,M,36,7,2,86,-121,Severe
16,4,196,M,107,13,11,167,-29,Severe
11,6,138,M,96,12,10,154,16,Well
14,3,171,F,80,11,3,135,-36,Severe
13,3,159,F,32,6,10,82,-77,Severe
14,10,178,M,11,5,8,68,-110,Severe
14,6,174,F,14,5,10,70,-104,Severe
10,0,120,F,82,11,5,137,17,Well
5,7,67,F,50,8,3,99,32,Well
14,10,178,M,73,10,6,126,-52,Severe
13,1,157,M,6,5,5,65,-92,Severe
11,0,132,M,24,6,5,77,-55,Severe
10,5,125,M,52,8,5,101,-24,Severe
7,2,86,F,8,5,6,66,-20,Severe
15,2,182,M,82,11,5,137,-45,Severe
6,3,75,M,47,8,0,96,21,Well
9,3,111,M,108,14,0,168,57,Well
10,2,122,F,51,8,4,100,-22,Severe
10,3,123,M,51,8,4,100,-23,Severe
15,1,181,F,46,7,11,95,-86,Severe
16,1,193,F,18,6,1,73,-120,Severe
9,2,110,F,16,5,11,71,-39,Severe
13,0,156,M,24,6,5,77,-79,Severe
9,5,113,M,70,10,2,122,9,Well
18,11,227,M,99,13,1,157,-70,Severe
9,8,116,F,61,9,3,111,-5,Mild
6,1,73,M,87,11,11,143,70,Well
10,8,128,F,92,12,5,149,21,Well
7,10,94,F,89,12,1,145,51,Well
18,3,219,M,36,7,2,86,-133,Severe
5,11,71,F,41,7,6,90,19,Well
7,0,84,F,81,11,4,136,52,Well
15,8,188,M,98,13,0,156,-32,Severe
13,2,158,F,29,6,8,80,-78,Severe
17,3,207,M,107,13,11,167,-40,Severe
18,7,223,F,7,5,6,66,-157,Severe
5,6,66,F,14,5,10,70,4,Good
17,0,204,M,21,6,2,74,-130,Severe
14,1,169,F,85,11,9,141,-28,Severe
15,2,182,M,58,9,0,108,-74,Severe
18,11,227,F,59,9,1,109,-118,Severe
14,4,172,F,94,12,7,151,-21,Severe
6,10,82,M,95,12,9,153,71,Well
12,6,150,F,50,8,3,99,-51,Severe
12,7,151,F,30,6,9,81,-70,Severe
9,3,111,F,67,9,10,118,7,Well
14,11,179,M,94,12,7,151,-28,Severe
6,2,74,F,91,12,4,148,74,Well
5,3,63,F,16,5,11,71,8,Well
7,3,87,M,93,12,6,150,63,Well
8,7,103,F,9,5,7,67,-36,Severe
6,9,81,M,103,13,6,162,81,Well
13,11,167,F,8,5,6,66,-101,Severe
8,11,107,M,94,12,7,151,44,Well
6,2,74,F,79,11,1,133,59,Well
9,0,108,M,6,5,5,65,-43,Severe
6,10,82,F,64,9,7,115,33,Well
18,3,219,M,94,12,7,151,-68,Severe
11,8,140,M,38,7,4,88,-52,Severe
16,3,195,M,66,9,9,117,-78,Severe
11,1,133,M,96,12,10,154,21,Well
18,9,225,M,92,12,5,149,-76,Severe
11,6,138,M,97,12,11,155,17,Well
10,8,128,M,71,10,3,123,-5,Mild
15,7,187,M,28,6,8,80,-107,Severe
13,11,167,F,23,6,4,76,-91,Severe
9,11,119,F,17,6,0,72,-47,Severe
6,11,83,F,37,7,3,87,4,Good
9,1,109,F,36,7,2,86,-23,Severe
8,11,107,M,22,6,3,75,-32,Severe
9,9,117,M,92,12,5,149,32,Well
12,7,151,F,101,13,4,160,9,Well
10,5,125,F,31,6,9,81,-44,Severe
18,4,220,F,56,8,9,105,-115,Severe
6,3,75,F,44,7,9,93,18,Well
16,10,202,M,9,5,7,67,-135,Severe
16,3,195,M,63,9,6,114,-81,Severe
9,2,110,F,23,6,4,76,-34,Severe
7,9,93,M,9,5,7,67,-26,Severe
10,8,128,F,15,5,11,71,-57,Severe
18,8,224,F,68,10,0,120,-104,Severe
5,9,69,M,22,6,3,75,6,Well
12,7,151,F,35,7,1,85,-66,Severe
11,10,142,M,101,13,4,160,18,Well
17,6,210,F,17,6,0,72,-138,Severe
16,7,199,M,17,6,0,72,-127,Severe
15,2,182,F,63,9,6,114,-68,Severe
12,7,151,M,68,10,0,120,-31,Severe
7,5,89,F,59,9,1,109,20,Well
15,4,184,F,64,9,7,115,-69,Severe
15,2,182,F,42,7,7,91,-91,Severe
14,0,168,M,31,6,9,81,-87,Severe
6,11,83,F,64,9,7,115,32,Well
18,11,227,M,57,8,10,106,-121,Severe
6,5,77,M,68,10,0,120,43,Well
5,7,67,M,17,6,0,72,5,Good
16,6,198,M,38,7,4,88,-110,Severe
17,9,213,M,16,5,11,71,-142,Severe
11,6,138,M,71,10,3,123,-15,Severe
6,10,82,F,55,8,8,104,22,Well
16,11,203,F,52,8,5,101,-102,Severe
18,4,220,M,107,13,11,167,-53,Severe
17,5,209,M,107,13,11,167,-42,Severe
9,6,114,M,76,10,10,130,16,Well
13,2,158,F,5,5,5,65,-93,Severe
10,0,120,F,84,11,7,139,19,Well
9,11,119,F,100,13,3,159,40,Well
